time_spent_exploring,episodes,mean_100rew,success_rate,mean_td_errors,current_lr,total_timesteps
2,98300,0.6,0.64,0.0060833097,0.0005,3658414
2,98400,0.7,0.72,0.046941496,0.0005,3662752
2,98500,0.7,0.66,0.013686493,0.0005,3667024
2,98600,0.7,0.74,0.11547448,0.0005,3671321
2,98700,0.7,0.66,0.0074553257,0.0005,3675611
2,98800,0.5,0.53,0.03808216,0.0005,3679929
2,98900,0.4,0.41,0.057390273,0.0005,3684206
2,99000,0.6,0.63,-0.014948798,0.0005,3688546
2,99100,0.7,0.72,0.035817415,0.0005,3692879
2,99200,0.7,0.72,0.025177782,0.0005,3697162
2,99300,0.6,0.64,0.024154773,0.0005,3701476
2,99400,0.7,0.65,0.04667212,0.0005,3705781
2,99500,0.6,0.61,-0.009925575,0.0005,3710034
2,99600,0.7,0.73,-0.0068040285,0.0005,3714381
2,99700,0.8,0.8,0.011495369,0.0005,3718770
2,99800,0.8,0.76,-0.0054891,0.0005,3723103
2,99900,0.8,0.78,0.0040627196,0.0005,3727428
2,100000,0.7,0.71,0.019316962,0.0005,3731806
2,100100,0.5,0.51,-0.013337769,0.0005,3736021
2,100200,0.6,0.61,0.050037723,0.0005,3740318
2,100300,0.8,0.75,-0.0069937725,0.0005,3744670
2,100400,0.6,0.64,-0.0064756125,0.0005,3748955
2,100500,0.6,0.61,0.03150865,0.0005,3753217
2,100600,0.6,0.56,-0.017995317,0.0005,3757423
2,100700,0.4,0.39,0.038656164,0.0005,3761676
2,100800,0.5,0.45,0.052813917,0.0005,3765932
2,100900,0.5,0.52,0.004101008,0.0005,3770255
2,101000,0.7,0.7,-0.014983868,0.0005,3774630
2,101100,0.7,0.74,0.00865208,0.0005,3778998
2,101200,0.7,0.65,0.026192088,0.0005,3783303
2,101300,0.8,0.75,0.007010868,0.0005,3787687
2,101400,0.7,0.74,-0.011791827,0.0005,3792028
2,101500,0.7,0.66,0.021113198,0.0005,3796368
2,101600,0.7,0.7,-0.009534725,0.0005,3800726
2,101700,0.8,0.75,0.04631541,0.0005,3805047
2,101800,0.8,0.78,-0.009394176,0.0005,3809395
2,101900,0.9,0.86,0.026589468,0.0005,3813744
2,102000,0.7,0.72,-0.0123791285,0.0005,3818080
2,102100,0.6,0.55,0.0035978118,0.0005,3822398
2,102200,0.6,0.64,0.10950425,0.0005,3826668
2,102300,0.7,0.7,0.020507421,0.0005,3831023
2,102400,0.8,0.79,0.045839258,0.0005,3835356
2,102500,0.7,0.7,0.05565264,0.0005,3839705
2,102600,0.7,0.73,0.024255939,0.0005,3844049
2,102700,0.8,0.81,0.011743876,0.0005,3848364
2,102800,0.7,0.66,0.018595062,0.0005,3852700
2,102900,0.7,0.7,0.029181816,0.0005,3857004
2,103000,0.7,0.7,-0.0101633705,0.0005,3861380
2,103100,0.8,0.81,-0.006110823,0.0005,3865720
2,103200,0.8,0.8,0.031242834,0.0005,3870090
2,103300,0.7,0.67,0.0007361579,0.0005,3874404
2,103400,0.7,0.68,0.001042163,0.0005,3878766
2,103500,0.6,0.64,0.013615586,0.0005,3883035
2,103600,0.7,0.68,0.025805503,0.0005,3887364
2,103700,0.7,0.7,0.064648286,0.0005,3891651
2,103800,0.7,0.69,-0.01442264,0.0005,3895968
2,103900,0.6,0.62,0.021733383,0.0005,3900260
2,104000,0.6,0.63,-0.015109867,0.0005,3904591
2,104100,0.6,0.62,-0.01294387,0.0005,3908946
2,104200,0.7,0.67,0.040000983,0.0005,3913271
2,104300,0.6,0.64,-0.00114768,0.0005,3917643
2,104400,0.7,0.73,0.04939906,0.0005,3922012
2,104500,0.6,0.59,0.04040738,0.0005,3926356
2,104600,0.7,0.7,-0.007781733,0.0005,3930665
2,104700,0.7,0.66,0.03183779,0.0005,3934992
2,104800,0.8,0.78,0.021862885,0.0005,3939338
2,104900,0.7,0.65,0.0062267296,0.0005,3943684
2,105000,0.7,0.7,0.02995561,0.0005,3948042
2,105100,0.7,0.73,0.010982875,0.0005,3952415
2,105200,0.7,0.72,0.048191536,0.0005,3956801
2,105300,0.8,0.78,0.04297985,0.0005,3961175
2,105400,0.8,0.76,-0.0029297303,0.0005,3965500
2,105500,0.7,0.72,0.054195613,0.0005,3969828
2,105600,0.7,0.66,0.01274824,0.0005,3974088
2,105700,0.8,0.75,0.031089708,0.0005,3978477
2,105800,0.7,0.71,-0.0140690105,0.0005,3982834
2,105900,0.7,0.74,0.026784616,0.0005,3987163
2,106000,0.7,0.7,0.06635494,0.0005,3991511
2,106100,0.7,0.71,0.012358153,0.0005,3995866
